,Open,High,Low,Close,Volume
6595,613.545,614.87,613.39,614.76,14256
6596,614.32,614.98,614.32,614.61,8502
6597,614.52,614.8,614.27,614.8,5215
6598,614.75,614.775,614.31,614.775,3988
6599,614.77,615.255,614.34,615.255,17874
6600,615.36,615.74,615.07,615.07,5251
6601,614.925,614.925,614.31,614.58,9615
6602,614.46,614.74,614.23,614.74,9276
6603,614.72,615.27,614.65,614.65,7216
6604,614.76,614.87,614.01,614.01,6181
6605,614.165,614.74,613.91,614.655,5879
6606,614.655,615.7,614.42,615.64,9364
6607,615.62,617.16,615.62,616.78,6267
6608,616.785,617.03,616.175,616.58,9955
6609,616.408,616.42,615.77,615.975,3810
6610,615.69,615.738,615.19,615.58,6979
6611,615.76,616.02,615.57,615.8,6200
6612,615.84,616.38,615.685,616.25,10554
6613,616.335,616.56,615.81,616.045,7045
6614,615.84,615.94,614.88,614.99,7289
6615,615.22,616.27,615.22,616.1,9540
6616,615.91,616.5,615.645,615.97,18535
6617,615.89,616.12,615.57,615.75,9800
6618,615.964,616.0,614.86,615.625,12900
6619,615.707,617.075,615.585,617.075,9787
6620,617.11,617.54,615.78,615.892,11753
6621,615.946,616.12,615.39,615.425,8497
6622,615.4,616.53,615.27,616.0,14167
6623,616.005,616.29,616.005,616.06,6661
6624,615.97,616.4,614.77,615.08,13377
6625,614.77,615.1,614.28,614.815,10002
6626,614.99,615.1,613.69,613.69,15923
6627,613.44,614.17,613.26,613.44,18500
6628,613.67,613.67,612.46,612.92,47339
6629,613.52,614.125,612.99,613.92,100607
6630,623.78,625.85,622.15,623.315,28120
6631,624.23,626.89,624.23,624.87,31132
6632,625.29,628.36,625.0,627.92,18652
6633,628.22,628.71,626.875,626.875,10152
6634,627.36,628.32,626.745,627.45,12295
6635,628.39,628.39,627.15,627.15,8825
6636,627.83,628.87,626.62,627.13,9513
6637,627.33,628.96,626.91,628.01,9051
6638,628.03,628.47,626.81,627.85,5989
6639,627.983,628.17,627.24,627.61,5286
6640,627.855,628.69,627.38,628.69,5916
6641,627.19,629.63,626.99,628.955,11488
6642,628.95,629.952,628.23,628.7,10041
6643,628.91,629.277,628.42,628.86,8400
6644,628.7,629.8,627.99,629.775,8481
6645,630.0,630.445,629.36,629.36,10757
